"week","staff_id","staff_name","role","service","present"
49,"STF-3b8145ed","Megan Young","nurse","general_medicine",0
50,"STF-3b8145ed","Megan Young","nurse","general_medicine",0
51,"STF-3b8145ed","Megan Young","nurse","general_medicine",0
52,"STF-3b8145ed","Megan Young","nurse","general_medicine",1
1,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",1
2,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",1
3,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",0
4,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",1
5,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",1
6,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",0
7,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",1
8,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",1
9,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",0
10,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",1
11,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",1
12,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",0
13,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",1
14,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",0
15,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",0
16,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",0
17,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",1
18,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",0
19,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",0
20,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",1
21,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",0
22,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",1
23,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",1
24,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",0
25,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",1
26,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",1
27,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",0
28,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",1
29,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",1
30,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",0
31,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",1
32,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",1
33,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",0
34,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",1
35,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",1
36,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",0
37,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",1
38,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",1
39,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",0
40,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",1
41,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",1
42,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",0
43,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",1
44,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",1
45,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",0
46,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",1
47,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",1
48,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",0
49,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",1
50,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",0
51,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",0
52,"STF-00b6381d","Steve Sanchez","nurse","general_medicine",1
1,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",1
2,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",1
3,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",0
4,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",0
5,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",0
6,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",0
7,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",1
8,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",1
9,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",0
10,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",0
11,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",1
12,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",0
13,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",1
14,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",1
15,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",0
16,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",1
17,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",1
18,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",0
19,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",1
20,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",1
21,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",0
22,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",1
23,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",1
24,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",0
25,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",1
26,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",1
27,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",0
28,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",1
29,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",1
30,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",0
31,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",1
32,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",1
33,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",0
34,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",1
35,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",1
36,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",0
37,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",1
38,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",1
39,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",0
40,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",1
41,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",1
42,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",0
43,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",1
44,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",1
45,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",0
46,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",1
47,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",0
48,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",0
49,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",1
50,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",1
51,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",0
52,"STF-cb0c3c50","Lisa Barnes","nurse","general_medicine",0
1,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",1
2,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",1
3,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",0
4,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",1
5,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",1
6,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",0
7,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",1
8,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",1
9,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",0
10,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",0
11,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",1
12,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",0
13,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",1
14,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",1
15,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",0
16,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",0
17,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",1
18,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",0
19,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",1
20,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",1
21,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",0
22,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",1
23,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",1
24,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",0
25,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",1
26,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",1
27,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",0
28,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",1
29,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",1
30,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",0
31,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",1
32,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",1
33,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",0
34,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",0
35,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",0
36,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",0
37,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",1
38,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",1
39,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",0
40,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",1
41,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",1
42,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",0
43,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",1
44,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",1
45,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",0
46,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",1
47,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",1
48,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",0
49,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",1
50,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",1
51,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",0
52,"STF-dd7b8861","Kelly Donovan","nurse","general_medicine",1
1,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",1
2,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",1
3,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",0
4,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",1
5,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",1
6,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",0
7,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",1
8,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",1
9,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",0
10,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",1
11,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",1
12,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",0
13,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",1
14,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",1
15,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",0
16,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",1
17,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",1
18,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",0
19,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",1
20,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",1
21,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",0
22,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",0
23,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",1
24,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",0
25,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",1
26,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",1
27,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",0
28,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",1
29,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",1
30,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",0
31,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",0
32,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",1
33,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",0
34,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",1
35,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",1
36,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",0
37,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",0
38,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",0
39,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",0
40,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",1
41,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",1
42,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",0
43,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",1
44,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",1
45,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",0
46,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",1
47,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",0
48,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",0
49,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",1
50,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",1
51,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",0
52,"STF-0b0dfb38","Mike Allen","nurse","general_medicine",1
1,"STF-a1659ed6","Michael Evans","nurse","general_medicine",1
2,"STF-a1659ed6","Michael Evans","nurse","general_medicine",1
3,"STF-a1659ed6","Michael Evans","nurse","general_medicine",0
4,"STF-a1659ed6","Michael Evans","nurse","general_medicine",1
5,"STF-a1659ed6","Michael Evans","nurse","general_medicine",1
6,"STF-a1659ed6","Michael Evans","nurse","general_medicine",0
7,"STF-a1659ed6","Michael Evans","nurse","general_medicine",1
8,"STF-a1659ed6","Michael Evans","nurse","general_medicine",1
9,"STF-a1659ed6","Michael Evans","nurse","general_medicine",0
10,"STF-a1659ed6","Michael Evans","nurse","general_medicine",0
11,"STF-a1659ed6","Michael Evans","nurse","general_medicine",1
12,"STF-a1659ed6","Michael Evans","nurse","general_medicine",0
13,"STF-a1659ed6","Michael Evans","nurse","general_medicine",1
14,"STF-a1659ed6","Michael Evans","nurse","general_medicine",1
15,"STF-a1659ed6","Michael Evans","nurse","general_medicine",0
16,"STF-a1659ed6","Michael Evans","nurse","general_medicine",1
17,"STF-a1659ed6","Michael Evans","nurse","general_medicine",1
18,"STF-a1659ed6","Michael Evans","nurse","general_medicine",0
19,"STF-a1659ed6","Michael Evans","nurse","general_medicine",1
20,"STF-a1659ed6","Michael Evans","nurse","general_medicine",1
21,"STF-a1659ed6","Michael Evans","nurse","general_medicine",0
22,"STF-a1659ed6","Michael Evans","nurse","general_medicine",1
23,"STF-a1659ed6","Michael Evans","nurse","general_medicine",0
24,"STF-a1659ed6","Michael Evans","nurse","general_medicine",0
25,"STF-a1659ed6","Michael Evans","nurse","general_medicine",1
26,"STF-a1659ed6","Michael Evans","nurse","general_medicine",1
27,"STF-a1659ed6","Michael Evans","nurse","general_medicine",0
28,"STF-a1659ed6","Michael Evans","nurse","general_medicine",1
29,"STF-a1659ed6","Michael Evans","nurse","general_medicine",1
30,"STF-a1659ed6","Michael Evans","nurse","general_medicine",0
31,"STF-a1659ed6","Michael Evans","nurse","general_medicine",1
32,"STF-a1659ed6","Michael Evans","nurse","general_medicine",1
33,"STF-a1659ed6","Michael Evans","nurse","general_medicine",0
34,"STF-a1659ed6","Michael Evans","nurse","general_medicine",1
35,"STF-a1659ed6","Michael Evans","nurse","general_medicine",1
36,"STF-a1659ed6","Michael Evans","nurse","general_medicine",0
37,"STF-a1659ed6","Michael Evans","nurse","general_medicine",1
38,"STF-a1659ed6","Michael Evans","nurse","general_medicine",1
39,"STF-a1659ed6","Michael Evans","nurse","general_medicine",0
40,"STF-a1659ed6","Michael Evans","nurse","general_medicine",0
41,"STF-a1659ed6","Michael Evans","nurse","general_medicine",1
42,"STF-a1659ed6","Michael Evans","nurse","general_medicine",0
43,"STF-a1659ed6","Michael Evans","nurse","general_medicine",0
44,"STF-a1659ed6","Michael Evans","nurse","general_medicine",1
45,"STF-a1659ed6","Michael Evans","nurse","general_medicine",0
46,"STF-a1659ed6","Michael Evans","nurse","general_medicine",1
47,"STF-a1659ed6","Michael Evans","nurse","general_medicine",1
48,"STF-a1659ed6","Michael Evans","nurse","general_medicine",0
49,"STF-a1659ed6","Michael Evans","nurse","general_medicine",1
50,"STF-a1659ed6","Michael Evans","nurse","general_medicine",1
51,"STF-a1659ed6","Michael Evans","nurse","general_medicine",0
52,"STF-a1659ed6","Michael Evans","nurse","general_medicine",1
1,"STF-ab59db32","Paul Jones","nurse","general_medicine",1
2,"STF-ab59db32","Paul Jones","nurse","general_medicine",1
3,"STF-ab59db32","Paul Jones","nurse","general_medicine",0
4,"STF-ab59db32","Paul Jones","nurse","general_medicine",0
5,"STF-ab59db32","Paul Jones","nurse","general_medicine",1
6,"STF-ab59db32","Paul Jones","nurse","general_medicine",0
7,"STF-ab59db32","Paul Jones","nurse","general_medicine",1
8,"STF-ab59db32","Paul Jones","nurse","general_medicine",1
9,"STF-ab59db32","Paul Jones","nurse","general_medicine",0
10,"STF-ab59db32","Paul Jones","nurse","general_medicine",1
11,"STF-ab59db32","Paul Jones","nurse","general_medicine",0
12,"STF-ab59db32","Paul Jones","nurse","general_medicine",0
13,"STF-ab59db32","Paul Jones","nurse","general_medicine",1
14,"STF-ab59db32","Paul Jones","nurse","general_medicine",1
15,"STF-ab59db32","Paul Jones","nurse","general_medicine",0
16,"STF-ab59db32","Paul Jones","nurse","general_medicine",1
17,"STF-ab59db32","Paul Jones","nurse","general_medicine",1
18,"STF-ab59db32","Paul Jones","nurse","general_medicine",0
19,"STF-ab59db32","Paul Jones","nurse","general_medicine",1
20,"STF-ab59db32","Paul Jones","nurse","general_medicine",1
21,"STF-ab59db32","Paul Jones","nurse","general_medicine",0
22,"STF-ab59db32","Paul Jones","nurse","general_medicine",1
23,"STF-ab59db32","Paul Jones","nurse","general_medicine",1
24,"STF-ab59db32","Paul Jones","nurse","general_medicine",0
25,"STF-ab59db32","Paul Jones","nurse","general_medicine",0
26,"STF-ab59db32","Paul Jones","nurse","general_medicine",1
27,"STF-ab59db32","Paul Jones","nurse","general_medicine",0
28,"STF-ab59db32","Paul Jones","nurse","general_medicine",1
29,"STF-ab59db32","Paul Jones","nurse","general_medicine",1
30,"STF-ab59db32","Paul Jones","nurse","general_medicine",0
31,"STF-ab59db32","Paul Jones","nurse","general_medicine",1
32,"STF-ab59db32","Paul Jones","nurse","general_medicine",1
